time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
909216780,0,200,204,144,207,212,277,146,-0.08,-0.37,177.14,0.15,-0.05,0.98,0.00,0.00,0.00,-2.72,-8.59,-11.78,,,0
909365840,0,201,205,145,206,213,278,151,3.07,2.24,186.15,0.15,-0.05,0.98,0.06,0.00,0.00,-2.71,-8.59,-11.78,,,0
909465844,0,200,203,144,205,212,276,149,3.07,2.24,176.97,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
909565836,0,200,202,144,204,211,275,144,6.23,3.19,176.97,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
909665840,0,200,202,145,204,211,276,152,5.18,2.91,174.42,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
909765832,0,200,202,144,204,212,276,152,3.07,2.24,174.42,0.15,-0.05,0.98,0.06,0.00,0.00,-2.71,-8.59,-11.78,,,0
909865848,0,200,201,145,202,210,275,147,-0.08,-0.37,168.98,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
909965832,0,200,202,146,203,211,275,155,2.02,1.82,168.13,0.15,-0.05,0.98,0.06,0.00,0.00,-2.71,-8.59,-11.78,,,0
910065844,0,201,201,144,202,210,274,151,5.18,2.91,164.90,0.15,-0.05,0.98,0.06,0.06,0.00,-2.71,-8.59,-11.78,,,0
910165832,0,201,202,145,202,209,274,152,5.18,2.91,163.88,0.15,-0.05,0.98,0.06,0.06,0.00,-2.71,-8.59,-11.78,,,0
910265844,0,201,200,145,201,209,273,148,-0.08,-0.37,164.05,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
910365832,0,201,200,145,201,208,272,152,-0.08,-0.37,164.90,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
910465832,0,202,201,146,201,209,273,154,-0.08,-0.37,162.18,0.15,-0.05,0.98,0.06,0.00,0.00,-2.71,-8.59,-11.78,,,0
910565840,0,201,201,146,200,207,273,152,-0.08,-0.37,162.18,0.15,-0.05,0.98,-0.06,0.00,0.00,-2.70,-8.59,-11.78,,,0
910665836,0,201,201,145,200,207,272,154,6.23,3.19,166.26,0.15,-0.05,0.98,0.00,0.06,0.00,-2.71,-8.59,-11.78,,,0
910765836,0,201,201,145,198,207,271,154,2.02,1.82,162.18,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
910865836,0,201,201,145,198,205,270,154,-0.08,-0.37,162.18,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
910965848,0,201,201,145,196,204,270,147,-2.19,-1.89,163.88,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
911065832,0,201,201,145,197,204,269,152,2.02,1.82,166.77,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
911165832,0,201,201,145,196,203,268,146,2.02,1.82,172.89,0.15,-0.05,0.98,0.00,0.00,0.00,-2.71,-8.59,-11.78,,,0
911265840,0,201,201,145,196,204,269,142,-0.08,-0.37,172.89,0.15,-0.05,0.98,0.06,0.00,-0.06,-2.71,-8.59,-11.78,,,0
