time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
1506857992,0,220,223,153,211,224,192,161,-161.05,-16.22,nan,-0.34,-0.21,0.97,-2.01,5.25,1.65,-10.08,19.00,-140.53,,,0
1507028260,0,224,227,157,213,228,197,160,-163.16,-16.32,nan,-0.37,-0.18,0.95,-3.66,2.75,1.46,-10.52,19.56,-140.34,,,0
1507128256,0,224,228,157,213,228,197,162,-160.00,-16.16,nan,-0.33,-0.20,1.03,0.24,5.98,1.40,-10.59,19.99,-140.30,,,0
1507228252,0,224,227,156,213,228,196,161,-161.05,-16.22,nan,-0.36,-0.18,1.02,-1.53,4.64,1.59,-10.55,20.56,-140.27,,,0
1507328256,0,224,228,157,213,229,196,163,-150.53,-15.68,nan,-0.38,-0.19,1.01,0.18,1.71,0.67,-10.68,20.81,-140.21,,,0
1507428248,0,225,228,158,213,229,197,162,-149.48,-15.62,nan,-0.37,-0.19,0.95,-4.58,2.93,1.46,-10.65,20.98,-140.16,,,0
1507528248,0,225,228,157,214,230,197,162,-147.37,-15.51,nan,-0.41,-0.17,0.95,-3.17,3.91,0.61,-10.85,21.36,-140.11,,,0
1507628260,0,223,226,155,212,227,195,162,-142.11,-15.23,nan,-0.33,-0.17,0.99,0.12,1.95,0.61,-10.96,21.63,-140.18,,,0
1507728260,0,223,227,156,212,227,196,163,-141.06,-15.18,nan,-0.40,-0.23,1.04,4.46,-1.16,0.31,-11.12,21.72,-140.12,,,0
1507828256,0,222,225,154,211,226,194,162,-136.85,-14.95,nan,-0.43,-0.19,0.90,0.49,2.75,0.31,-11.16,21.73,-140.06,,,0
1507928248,0,221,225,154,210,225,193,164,-135.80,-14.89,nan,-0.34,-0.13,0.96,0.55,0.00,1.22,-11.10,21.61,-140.07,,,0
1508028252,0,223,226,155,212,227,195,162,-127.38,-14.42,nan,-0.43,-0.18,0.91,0.12,3.05,1.16,-10.99,21.79,-139.93,,,0
1508128260,0,223,227,155,212,227,195,160,-127.38,-14.42,nan,-0.40,-0.22,0.95,0.24,1.16,-0.49,-11.13,22.06,-139.89,,,0
1508228252,0,225,227,156,213,228,196,161,-131.59,-14.66,nan,-0.36,-0.18,0.87,6.10,-3.91,0.18,-10.71,21.76,-139.95,,,0
1508328248,0,223,227,155,213,227,196,161,-142.11,-15.23,nan,-0.36,-0.17,1.02,0.98,1.34,0.98,-10.34,21.88,-139.86,,,0
1508428260,0,225,228,156,214,229,197,156,-131.59,-14.66,nan,-0.37,-0.18,1.07,1.65,1.22,-3.36,-10.35,21.90,-140.09,,,0
1508528248,0,225,229,157,214,230,197,161,-131.59,-14.66,nan,-0.44,-0.20,1.00,-6.53,2.50,4.33,-10.66,21.92,-139.95,,,0
1508628252,0,224,228,154,214,229,197,158,-146.32,-15.46,nan,-0.39,-0.19,1.02,-2.69,5.86,-1.89,-10.87,22.54,-140.11,,,0
1508728248,0,224,228,148,212,228,196,163,-129.49,-14.54,nan,-0.40,-0.16,1.00,2.26,0.06,-1.28,-10.61,22.35,-140.17,,,0
1508828248,0,223,226,144,212,227,195,165,-141.06,-15.18,nan,-0.39,-0.17,0.93,0.00,-2.14,-0.31,-10.52,22.28,-140.18,,,0
1508928248,0,221,225,141,211,226,194,158,-138.96,-15.06,nan,-0.39,-0.18,0.99,1.22,-2.14,0.18,-10.54,22.12,-140.16,,,0
1509028248,0,222,224,139,211,226,194,157,-127.38,-14.42,nan,-0.40,-0.18,0.96,0.24,-1.28,-0.61,-10.53,21.97,-140.11,,,0
1509128248,0,222,224,139,211,227,193,158,-131.59,-14.66,nan,-0.37,-0.22,0.95,1.71,-2.56,-1.95,-10.70,21.70,-140.25,,,0
1509228248,0,222,225,139,211,226,194,158,-141.06,-15.18,nan,-0.42,-0.21,0.92,3.23,1.16,-0.67,-10.74,21.48,-140.34,,,0
1509328248,0,222,225,138,211,227,194,160,-136.85,-14.95,nan,-0.41,-0.20,0.89,4.46,4.33,0.00,-10.65,21.85,-140.44,,,0
1509428256,0,223,225,139,211,227,194,160,-132.65,-14.72,nan,-0.40,-0.18,0.95,2.01,-1.16,-0.18,-10.48,22.21,-140.53,,,0
1509528260,0,222,225,138,211,228,194,157,-138.96,-15.06,nan,-0.37,-0.15,1.02,0.12,-0.61,-0.98,-10.43,22.29,-140.64,,,0
1509628256,0,223,226,139,212,228,195,153,-144.22,-15.34,nan,-0.40,-0.16,1.03,1.59,3.17,-0.85,-10.25,22.52,-140.71,,,0
1509728264,0,223,226,139,212,228,196,157,-152.63,-15.79,nan,-0.41,-0.16,1.01,-0.31,0.24,-0.43,-10.06,22.64,-140.75,,,0
1509828264,0,224,227,139,213,227,195,158,-147.37,-15.51,nan,-0.42,-0.19,0.96,-2.20,-2.93,-0.61,-10.21,22.38,-140.76,,,0
