time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
440174608,0,213,213,136,209,212,192,152,2.02,1.82,109.99,0.04,-0.11,1.01,0.18,0.12,0.06,-6.07,-2.41,-4.97,,,0
440305928,0,212,213,139,210,213,194,153,-5.34,-2.95,108.12,0.04,-0.10,1.01,-0.06,0.06,0.18,-6.04,-2.40,-4.97,,,0
440405932,0,212,212,142,208,217,193,152,-2.19,-1.89,109.14,0.04,-0.11,1.01,-0.24,0.00,0.12,-6.05,-2.40,-4.97,,,0
440505940,0,210,210,154,205,217,189,150,3.07,2.24,111.69,0.04,-0.11,1.01,-0.31,0.00,0.00,-6.08,-2.41,-4.97,,,0
440605940,0,209,209,151,206,215,189,157,3.07,2.24,111.69,0.04,-0.11,1.01,-0.18,0.00,-0.06,-6.09,-2.41,-4.97,,,0
440705928,0,208,208,144,204,212,188,148,2.02,1.82,112.71,0.04,-0.11,1.01,0.00,0.00,-0.12,-6.10,-2.41,-4.97,,,0
440805936,0,208,208,149,203,211,187,141,-2.19,-1.89,115.94,0.04,-0.11,1.01,0.06,0.00,-0.06,-6.09,-2.41,-4.97,,,0
440905944,0,207,207,157,203,208,186,153,-2.19,-1.89,115.77,0.04,-0.11,1.01,0.18,0.06,0.00,-6.08,-2.41,-4.97,,,0
441005932,0,207,207,148,203,207,186,153,5.18,2.91,116.96,0.04,-0.10,1.01,0.06,0.06,0.06,-6.06,-2.41,-4.97,,,0
441105936,0,208,208,159,202,206,187,150,-2.19,-1.89,115.26,0.04,-0.11,1.01,0.00,0.06,0.06,-6.05,-2.41,-4.97,,,0
441205936,0,208,208,162,203,206,187,151,2.02,1.82,115.60,0.04,-0.11,1.01,-0.12,0.00,0.00,-6.05,-2.41,-4.97,,,0
441305936,0,207,207,152,203,206,186,147,-0.08,-0.37,116.28,0.04,-0.11,1.01,0.00,0.06,-0.06,-6.06,-2.41,-4.97,,,0
441405940,0,207,207,144,202,206,186,151,3.07,2.24,115.26,0.04,-0.11,1.01,0.00,0.00,0.00,-6.05,-2.41,-4.97,,,0
441505928,0,207,207,139,203,207,187,154,2.02,1.82,116.28,0.04,-0.11,1.01,-0.06,0.06,0.00,-6.05,-2.41,-4.97,,,0
441605936,0,207,206,137,202,206,186,146,2.02,1.82,115.26,0.04,-0.11,1.01,-0.18,0.00,-0.06,-6.06,-2.41,-4.97,,,0
441705940,0,207,207,134,203,206,186,157,3.07,2.24,115.26,0.04,-0.11,1.01,-0.12,0.00,0.00,-6.07,-2.41,-4.97,,,0
441805936,0,207,207,134,202,206,187,145,-3.24,-2.30,116.28,0.04,-0.11,1.01,0.00,0.00,0.00,-6.07,-2.41,-4.97,,,0
441905928,0,207,207,133,202,207,186,149,2.02,1.82,115.26,0.04,-0.11,1.01,-0.06,0.06,-0.06,-6.07,-2.41,-4.97,,,0
442005928,0,207,207,132,203,206,187,151,-2.19,-1.89,115.26,0.04,-0.11,1.01,-0.12,0.00,0.00,-6.07,-2.42,-4.97,,,0
442105932,0,207,207,132,203,208,186,146,5.18,2.91,116.96,0.04,-0.11,1.01,-0.06,-0.06,0.00,-6.07,-2.42,-4.97,,,0
442205932,0,207,207,132,203,207,186,148,-0.08,-0.37,115.94,0.04,-0.11,1.01,-0.06,0.00,0.06,-6.08,-2.42,-4.97,,,0
442305928,0,207,207,132,203,207,186,154,-2.19,-1.89,115.94,0.04,-0.11,1.01,-0.06,0.00,0.00,-6.08,-2.42,-4.97,,,0
442405928,0,207,207,132,203,206,187,148,3.07,2.24,116.79,0.04,-0.11,1.01,0.00,0.00,0.00,-6.08,-2.42,-4.97,,,0
442505936,0,207,207,133,203,207,186,149,2.02,1.82,115.26,0.04,-0.11,1.01,0.06,0.06,0.00,-6.07,-2.42,-4.97,,,0
442605928,0,207,207,132,204,207,187,150,2.02,1.82,115.26,0.04,-0.11,1.01,0.12,0.06,0.00,-6.05,-2.42,-4.97,,,0
442705940,0,207,207,131,203,207,187,144,-0.08,-0.37,116.45,0.04,-0.11,1.01,0.00,0.00,0.00,-6.05,-2.41,-4.97,,,0
442805932,0,207,207,132,203,207,186,151,5.18,2.91,115.77,0.04,-0.11,1.01,0.00,0.06,0.00,-6.05,-2.41,-4.97,,,0
442905928,0,207,207,132,202,206,187,149,-2.19,-1.89,115.94,0.04,-0.11,1.01,0.00,0.00,0.00,-6.04,-2.41,-4.97,,,0
443005936,0,207,207,132,203,207,186,147,-0.08,-0.37,116.96,0.04,-0.11,1.01,-0.06,0.00,0.00,-6.04,-2.41,-4.97,,,0
443105932,0,207,208,132,203,207,187,149,5.18,2.91,111.69,0.04,-0.11,1.01,-0.31,-0.06,0.00,-6.06,-2.42,-4.97,,,0
443205940,0,207,207,132,203,207,187,150,2.02,1.82,109.82,0.04,-0.11,1.01,-0.37,-0.06,0.00,-6.09,-2.42,-4.97,,,0
443305928,0,207,207,132,203,207,187,148,2.02,1.82,108.29,0.04,-0.11,1.01,-0.24,-0.06,0.00,-6.12,-2.43,-4.97,,,0
443405936,0,208,207,132,202,207,186,149,-2.19,-1.89,104.55,0.04,-0.11,1.01,0.00,-0.06,-0.06,-6.14,-2.44,-4.97,,,0
443505940,0,207,207,132,202,207,188,149,3.07,2.24,108.80,0.04,-0.11,1.01,0.18,0.06,0.00,-6.12,-2.44,-4.97,,,0
443605936,0,207,207,132,203,207,187,152,-2.19,-1.89,111.52,0.04,-0.11,1.01,0.37,0.12,0.00,-6.09,-2.43,-4.97,,,0
443705936,0,208,207,132,203,207,187,143,-2.19,-1.89,110.67,0.04,-0.11,1.01,0.24,0.06,0.00,-6.06,-2.42,-4.97,,,0
443805932,0,207,208,131,203,207,187,149,3.07,2.24,110.67,0.04,-0.11,1.01,0.06,0.06,0.06,-6.04,-2.42,-4.97,,,0
443905940,0,208,207,132,203,207,186,147,-2.19,-1.89,111.69,0.04,-0.11,1.01,-0.06,0.00,0.06,-6.04,-2.42,-4.97,,,0
444005928,0,208,208,132,203,207,187,146,6.23,3.19,108.12,0.04,-0.11,1.01,-0.06,0.00,0.00,-6.05,-2.42,-4.97,,,0
444105936,0,208,208,132,204,207,187,147,-2.19,-1.89,106.59,0.04,-0.11,1.01,0.00,0.00,-0.06,-6.05,-2.42,-4.97,,,0
444205928,0,207,207,132,203,207,187,149,-2.19,-1.89,109.31,0.04,-0.11,1.01,0.06,0.00,-0.06,-6.04,-2.42,-4.97,,,0
444305928,0,207,208,132,203,207,187,150,-2.19,-1.89,108.12,0.04,-0.11,1.01,0.06,0.00,-0.06,-6.04,-2.42,-4.97,,,0
444405928,0,209,208,132,203,207,187,148,-2.19,-1.89,108.97,0.04,-0.11,1.01,0.12,0.00,-0.06,-6.03,-2.42,-4.97,,,0
444505944,0,208,208,132,204,208,187,152,-2.19,-1.89,110.67,0.04,-0.11,1.01,0.06,0.00,-0.06,-6.02,-2.42,-4.97,,,0
444605932,0,207,208,133,204,207,187,147,-0.08,-0.37,114.92,0.04,-0.11,1.01,-0.24,0.00,0.00,-6.03,-2.42,-4.97,,,0
444705928,0,208,208,133,203,208,187,150,-0.08,-0.37,116.96,0.04,-0.11,1.01,-0.37,-0.06,0.00,-6.06,-2.43,-4.97,,,0
444805936,0,208,208,144,203,207,188,144,5.18,2.91,111.69,0.04,-0.11,1.01,-0.37,-0.12,0.00,-6.10,-2.44,-4.97,,,0
444905928,0,209,209,153,203,208,187,149,-3.24,-2.30,115.94,0.04,-0.11,1.01,-0.06,0.00,0.00,-6.12,-2.44,-4.97,,,0
445005940,0,209,208,148,204,206,188,151,3.07,2.24,116.96,0.04,-0.11,1.01,0.24,0.00,0.00,-6.12,-2.44,-4.97,,,0
445105936,0,209,210,143,205,205,189,150,-0.08,-0.37,115.26,0.04,-0.11,1.01,0.43,0.12,-0.06,-6.09,-2.44,-4.97,,,0
