time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
354633724,0,199,198,123,194,199,177,152,3.07,2.24,158.95,0.12,-0.14,0.99,0.06,0.00,-0.06,-8.20,-6.59,-6.47,,,0
354762340,0,198,198,123,197,198,178,167,2.02,1.82,153.17,0.12,-0.14,0.99,0.12,0.00,0.00,-8.20,-6.59,-6.47,,,0
354862344,0,199,198,123,194,198,178,162,2.02,1.82,153.17,0.12,-0.14,0.99,-0.06,0.00,0.00,-8.18,-6.59,-6.47,,,0
354962336,0,198,199,124,195,198,178,160,3.07,2.24,153.17,0.12,-0.14,0.99,-0.12,0.06,-0.06,-8.20,-6.59,-6.47,,,0
355062348,0,199,200,124,194,199,178,161,-0.08,-0.37,153.17,0.12,-0.14,0.99,0.00,0.00,-0.06,-8.21,-6.59,-6.47,,,0
355162332,0,199,198,124,195,199,178,156,2.02,1.82,161.50,0.12,-0.14,1.00,0.12,0.00,0.00,-8.20,-6.59,-6.47,,,0
355262332,0,200,200,124,194,199,179,157,-0.08,-0.37,158.44,0.12,-0.14,0.99,0.06,0.06,0.00,-8.18,-6.59,-6.47,,,0
355362336,0,200,199,126,197,205,179,156,-0.08,-0.37,157.25,0.12,-0.14,0.99,-0.06,0.06,0.00,-8.18,-6.59,-6.47,,,0
355462344,0,200,199,125,195,207,179,154,-0.08,-0.37,157.42,0.12,-0.14,0.99,0.12,0.06,0.00,-8.18,-6.59,-6.47,,,0
355562332,0,199,199,124,195,208,179,162,2.02,1.82,162.52,0.12,-0.14,0.99,0.12,0.06,0.00,-8.17,-6.58,-6.47,,,0
355662336,0,201,201,124,195,209,179,156,2.02,1.82,157.25,0.12,-0.14,1.00,-0.18,-0.06,0.00,-8.17,-6.58,-6.47,,,0
355762336,0,200,199,124,195,206,179,154,6.23,3.19,157.25,0.12,-0.14,0.99,-0.18,0.06,0.00,-8.19,-6.59,-6.47,,,0
355862332,0,199,199,124,195,205,178,155,-0.08,-0.37,158.44,0.12,-0.14,0.99,0.18,0.06,-0.06,-8.20,-6.59,-6.47,,,0
355962336,0,200,199,124,195,202,179,157,5.18,2.91,161.50,0.12,-0.14,0.99,0.31,0.06,0.06,-8.17,-6.58,-6.47,,,0
356062336,0,200,200,124,195,201,179,157,2.02,1.82,153.17,0.12,-0.14,1.00,-0.06,0.00,-0.06,-8.16,-6.58,-6.47,,,0
356162340,0,199,199,129,195,200,178,151,2.02,1.82,157.25,0.12,-0.14,0.99,-0.12,0.00,-0.06,-8.17,-6.58,-6.47,,,0
356262332,0,199,199,143,194,200,179,154,5.18,2.91,153.17,0.12,-0.14,0.99,0.06,0.00,0.00,-8.17,-6.58,-6.47,,,0
356362332,0,199,199,152,194,200,178,157,-0.08,-0.37,157.42,0.12,-0.14,0.99,0.12,0.00,-0.06,-8.16,-6.58,-6.47,,,0
356462332,0,199,199,145,194,199,179,156,-2.19,-1.89,157.25,0.12,-0.14,0.99,0.06,0.06,0.00,-8.15,-6.58,-6.47,,,0
356562348,0,200,199,137,194,199,178,152,-0.08,-0.37,153.17,0.12,-0.14,0.99,-0.06,0.00,0.00,-8.16,-6.58,-6.47,,,0
356662336,0,199,199,136,194,198,178,162,5.18,2.91,157.25,0.12,-0.14,1.00,-0.12,0.00,0.00,-8.17,-6.59,-6.47,,,0
356762336,0,199,199,151,195,198,178,154,-0.08,-0.37,153.17,0.12,-0.14,0.99,-0.06,0.00,0.00,-8.17,-6.59,-6.47,,,0
356862340,0,199,199,160,194,199,179,156,2.02,1.82,153.17,0.12,-0.14,0.99,0.06,0.06,0.00,-8.18,-6.59,-6.47,,,0
356962344,0,199,199,148,194,198,179,150,2.02,1.82,157.42,0.12,-0.14,0.99,0.06,0.00,0.00,-8.17,-6.59,-6.47,,,0
357062344,0,199,199,139,195,198,179,161,-0.08,-0.37,153.17,0.12,-0.14,0.99,0.00,0.00,0.00,-8.16,-6.58,-6.47,,,0
357162340,0,199,199,134,194,198,178,149,2.02,1.82,153.17,0.12,-0.14,0.99,-0.06,0.06,-0.06,-8.17,-6.59,-6.47,,,0
357262332,0,199,199,130,195,199,179,155,2.02,1.82,153.17,0.12,-0.14,0.99,-0.06,0.00,-0.06,-8.18,-6.59,-6.47,,,0
357362336,0,199,199,127,195,198,179,161,2.02,1.82,148.75,0.12,-0.14,1.00,0.06,0.00,0.00,-8.17,-6.59,-6.47,,,0
357462344,0,199,200,128,196,201,181,155,-7.45,-3.49,146.88,0.12,-0.14,0.99,0.00,0.06,-0.06,-8.17,-6.59,-6.47,,,0
357562336,0,195,196,132,202,205,185,159,-11.66,-4.36,143.31,0.12,-0.14,0.99,0.00,-0.06,0.00,-8.17,-6.59,-6.47,,,0
357662344,0,204,205,136,204,209,190,163,-5.34,-2.95,145.18,0.12,-0.14,0.99,0.12,0.06,0.00,-8.17,-6.59,-6.47,,,0
357762336,0,212,213,135,206,210,190,163,2.02,1.82,146.03,0.12,-0.14,0.99,-0.12,0.18,0.06,-8.17,-6.59,-6.47,,,0
357862332,0,229,229,137,206,210,191,152,2.02,1.82,146.03,0.12,-0.14,1.00,0.12,-0.12,0.00,-8.17,-6.59,-6.47,,,0
357962336,0,229,230,136,205,209,190,148,-3.24,-2.30,149.26,0.12,-0.14,0.99,0.06,0.12,0.00,-8.17,-6.59,-6.47,,,0
358062332,0,223,224,137,209,211,191,153,3.07,2.24,144.16,0.12,-0.14,0.99,0.00,0.00,-0.06,-8.18,-6.60,-6.47,,,0
