time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
1131821072,0,212,214,156,216,220,281,134,3.07,2.24,nan,-0.05,-0.08,1.02,0.92,-0.24,0.00,-4.69,2.73,177.70,,,0
1131978912,0,211,214,155,216,220,282,136,2.02,1.82,nan,-0.05,-0.08,1.02,3.36,-0.92,0.12,-4.38,2.63,177.70,,,0
1132078928,0,213,215,157,216,221,281,134,3.07,2.24,nan,-0.05,-0.08,1.01,0.43,0.06,0.00,-4.21,2.59,177.70,,,0
1132178920,0,212,215,156,216,219,281,133,-2.19,-1.89,nan,-0.05,-0.08,1.02,0.98,-0.31,0.18,-4.14,2.59,177.70,,,0
1132278912,0,213,216,157,217,220,281,137,3.07,2.24,nan,-0.03,-0.07,1.02,-1.34,0.18,0.43,-4.16,2.48,177.70,,,0
1132378920,0,212,215,156,218,220,281,133,-0.08,-0.37,nan,-0.05,-0.07,1.02,-0.67,0.12,-0.06,-4.15,2.49,177.70,,,0
1132478916,0,212,215,156,216,220,281,133,3.07,2.24,nan,-0.04,-0.07,1.02,-0.37,0.06,-0.12,-4.24,2.51,177.70,,,0
1132578916,0,211,214,155,216,220,281,138,2.02,1.82,nan,-0.05,-0.08,1.02,-0.12,0.00,0.12,-4.27,2.52,177.70,,,0
1132678920,0,212,214,155,217,220,282,137,-2.19,-1.89,nan,-0.04,-0.07,1.02,0.67,-0.12,0.00,-4.28,2.53,177.70,,,0
1132778920,0,211,214,155,216,220,281,137,5.18,2.91,nan,-0.05,-0.08,1.02,-0.18,0.06,-0.06,-4.26,2.52,177.70,,,0
1132878912,0,211,214,155,217,220,281,135,2.02,1.82,nan,-0.04,-0.07,1.02,0.49,-0.12,0.00,-4.26,2.52,177.70,,,0
1132978920,0,210,214,154,215,220,282,138,5.18,2.91,nan,-0.05,-0.08,1.02,0.31,-0.06,0.00,-4.27,2.53,177.70,,,0
1133078912,0,210,213,154,216,220,281,134,-2.19,-1.89,nan,-0.04,-0.08,1.02,-0.06,-0.06,-0.06,-4.25,2.53,177.70,,,0
1133178920,0,208,212,151,214,220,282,134,6.23,3.19,nan,-0.04,-0.07,1.02,0.00,-0.06,0.00,-4.25,2.52,177.70,,,0
1133278916,0,208,212,153,213,221,281,136,-0.08,-0.37,nan,-0.04,-0.07,1.02,0.00,0.00,0.00,-4.26,2.53,177.70,,,0
1133378920,0,207,211,151,213,220,282,136,5.18,2.91,nan,-0.04,-0.08,1.01,-0.37,-0.06,0.00,-4.27,2.52,177.70,,,0
1133478928,0,208,211,150,213,219,282,134,6.23,3.19,nan,-0.04,-0.08,1.01,0.49,-0.12,0.06,-4.26,2.52,177.70,,,0
1133578924,0,206,209,149,210,218,283,135,2.02,1.82,nan,-0.04,-0.07,1.02,0.06,-0.12,0.06,-4.22,2.52,177.70,,,0
1133678920,0,206,209,150,211,219,282,135,2.02,1.82,nan,-0.04,-0.07,1.02,0.24,-0.12,-0.12,-4.21,2.52,177.70,,,0
