time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
113116156,0,218,219,161,235,239,218,159,6.23,3.19,132.26,0.05,-0.15,1.01,-0.12,-0.06,-0.06,-8.65,-2.55,-10.12,,,0
113246652,0,215,215,158,231,236,215,149,2.02,1.82,136.17,0.05,-0.15,1.01,-0.06,-0.06,0.06,-8.65,-2.55,-10.12,,,0
113346652,0,242,241,161,235,239,218,149,-3.24,-2.30,137.36,0.05,-0.15,1.01,0.00,0.00,0.00,-8.65,-2.55,-10.12,,,0
113446652,0,271,272,162,236,240,220,159,-0.08,-0.37,136.34,0.05,-0.15,1.01,-0.06,0.06,0.06,-8.65,-2.55,-10.12,,,0
113546664,0,287,287,162,235,239,219,158,5.18,2.91,140.42,0.05,-0.15,1.01,0.12,0.00,0.06,-8.63,-2.55,-10.12,,,0
113646652,0,275,276,159,232,237,217,156,8.33,3.69,136.34,0.05,-0.15,1.01,0.12,0.00,0.06,-8.61,-2.55,-10.12,,,0
113746668,0,247,248,162,234,239,219,150,-7.45,-3.49,131.92,0.05,-0.15,1.01,0.06,0.00,0.00,-8.60,-2.56,-10.12,,,0
113846660,0,222,223,163,235,240,220,152,2.02,1.82,132.09,0.05,-0.15,1.01,-0.18,0.06,0.06,-8.59,-2.55,-10.12,,,0
113946652,0,215,216,159,231,237,216,154,6.23,3.19,140.42,0.05,-0.15,1.01,-0.18,0.00,0.06,-8.60,-2.55,-10.12,,,0
114046652,0,225,226,158,232,237,215,159,10.44,4.13,132.09,0.04,-0.15,1.01,-0.18,0.00,0.06,-8.61,-2.55,-10.12,,,0
114146660,0,226,227,154,226,231,211,158,-0.08,-0.37,132.09,0.05,-0.15,1.01,0.12,0.06,0.06,-8.61,-2.55,-10.12,,,0
114246668,0,231,232,156,208,229,211,166,-3.24,-2.30,136.17,0.05,-0.15,1.01,0.43,0.06,0.06,-8.58,-2.55,-10.12,,,0
114346652,0,234,235,157,191,236,214,153,-3.24,-2.30,131.07,0.05,-0.15,1.01,0.06,0.06,0.00,-8.55,-2.55,-10.12,,,0
114446656,0,235,234,157,203,236,214,145,-2.19,-1.89,127.50,0.05,-0.15,1.01,-0.18,0.00,0.06,-8.56,-2.55,-10.12,,,0
114546660,0,235,233,156,215,234,213,154,-0.08,-0.37,126.65,0.05,-0.15,1.01,-0.12,-0.06,0.06,-8.58,-2.55,-10.12,,,0
114646656,0,236,235,158,247,236,215,154,3.07,2.24,124.10,0.05,-0.15,1.01,0.24,0.18,0.06,-8.57,-2.55,-10.12,,,0
114746656,0,238,239,159,272,237,216,163,2.02,1.82,123.93,0.05,-0.15,1.01,0.31,0.06,0.00,-8.55,-2.55,-10.12,,,0
114846660,0,239,237,158,265,236,213,162,-0.08,-0.37,126.82,0.05,-0.15,1.01,-0.06,0.00,0.00,-8.54,-2.55,-10.12,,,0
114946656,0,236,237,157,249,234,213,159,2.02,1.82,125.80,0.05,-0.15,1.01,-0.18,0.06,0.00,-8.55,-2.55,-10.12,,,0
115046652,0,237,236,156,228,236,214,158,-0.08,-0.37,124.78,0.05,-0.15,1.01,0.00,0.00,0.06,-8.56,-2.55,-10.12,,,0
115146660,0,231,232,157,203,235,215,153,2.02,1.82,126.82,0.05,-0.15,1.01,0.06,0.06,0.06,-8.55,-2.55,-10.12,,,0
115246664,0,229,229,153,189,231,211,158,2.02,1.82,123.93,0.05,-0.15,1.01,0.12,0.00,0.00,-8.54,-2.56,-10.12,,,0
