time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
339551240,0,211,210,131,205,209,188,163,6.23,3.19,141.95,0.12,-0.14,1.00,-0.24,-0.85,0.06,-8.16,-6.73,-7.22,,,0
339679688,0,210,211,131,206,209,189,150,2.02,1.82,148.41,0.11,-0.14,1.00,0.49,0.43,0.55,-8.16,-6.76,-7.15,,,0
339779688,0,210,210,131,206,209,189,152,5.18,2.91,146.03,0.11,-0.14,1.00,-0.49,-1.28,-0.31,-8.15,-6.77,-7.14,,,0
339879696,0,211,210,131,206,210,189,146,3.07,2.24,142.80,0.12,-0.15,0.99,-1.22,-1.46,-0.12,-8.18,-6.82,-7.15,,,0
339979688,0,210,210,131,206,209,190,159,3.07,2.24,146.03,0.12,-0.15,1.00,-0.37,0.24,0.55,-8.22,-6.83,-7.12,,,0
340079688,0,211,210,131,206,210,189,163,-0.08,-0.37,135.83,0.12,-0.14,0.99,-0.12,0.37,0.12,-8.18,-6.80,-7.10,,,0
340179688,0,210,211,131,206,210,189,161,5.18,2.91,140.08,0.12,-0.14,0.99,-0.49,0.98,-1.04,-8.19,-6.79,-7.13,,,0
340279684,0,210,210,131,206,209,189,159,2.02,1.82,140.08,0.12,-0.14,0.99,-0.79,-1.71,0.24,-8.20,-6.75,-7.19,,,0
340379700,0,208,211,131,206,210,188,159,3.07,2.24,127.67,0.12,-0.14,0.99,-0.24,-0.61,0.00,-8.20,-6.76,-7.19,,,0
340479692,0,208,210,131,206,211,189,157,-0.08,-0.37,127.84,0.11,-0.14,1.00,-0.31,1.10,-0.98,-8.22,-6.78,-7.20,,,0
340579700,0,208,211,131,206,210,188,147,2.02,1.82,129.37,0.13,-0.13,0.99,-0.12,-0.24,-0.06,-8.21,-6.81,-7.32,,,0
340679688,0,208,211,133,208,211,190,158,5.18,2.91,132.09,0.11,-0.15,1.00,0.67,2.75,-0.98,-8.26,-6.73,-7.30,,,0
340779688,0,209,213,134,207,211,190,157,6.23,3.19,151.30,0.12,-0.14,0.99,-0.24,-0.18,0.12,-8.19,-6.72,-7.40,,,0
340879688,0,207,211,132,206,210,189,153,-0.08,-0.37,139.91,0.11,-0.13,1.00,0.43,0.61,0.31,-8.16,-6.63,-7.36,,,0
340979684,0,208,211,132,207,210,189,160,-0.08,-0.37,153.17,0.11,-0.14,1.00,-0.79,-0.43,-0.06,-8.14,-6.65,-7.38,,,0
341079692,0,208,211,131,206,210,189,158,3.07,2.24,153.17,0.12,-0.14,0.99,-0.31,-1.04,1.16,-8.13,-6.62,-7.29,,,0
341179692,0,206,210,131,207,210,189,163,-2.19,-1.89,153.17,0.11,-0.14,1.00,0.12,-1.34,0.00,-8.15,-6.62,-7.25,,,0
341279696,0,206,210,131,206,210,189,153,6.23,3.19,153.17,0.11,-0.14,1.00,0.55,1.53,-0.06,-8.16,-6.63,-7.25,,,0
341379692,0,207,209,131,206,210,189,156,-0.08,-0.37,153.17,0.12,-0.14,0.99,0.06,-0.06,0.06,-8.14,-6.64,-7.24,,,0
341479684,0,206,209,132,206,210,189,162,2.02,1.82,153.17,0.12,-0.14,0.99,-0.06,-0.18,-0.73,-8.12,-6.70,-7.25,,,0
341579688,0,204,207,131,206,211,189,156,2.02,1.82,136.85,0.11,-0.14,1.00,-0.43,-0.49,-0.37,-8.14,-6.72,-7.29,,,0
341679684,0,205,207,132,206,210,191,163,10.44,4.13,153.17,0.12,-0.14,1.00,-0.24,-1.34,0.31,-8.17,-6.75,-7.27,,,0
341779692,0,203,206,130,207,210,189,154,2.02,1.82,135.66,0.11,-0.14,1.00,0.55,1.16,0.12,-8.14,-6.74,-7.29,,,0
341879692,0,204,207,132,206,210,189,153,-2.19,-1.89,154.19,0.12,-0.14,1.00,0.24,1.04,0.73,-8.14,-6.75,-7.23,,,0
341979696,0,204,207,131,207,210,189,154,3.07,2.24,157.42,0.13,-0.14,0.98,-0.18,0.98,0.12,-8.16,-6.80,-7.18,,,0
342079696,0,203,207,130,206,210,190,157,-0.08,-0.37,153.00,0.12,-0.14,0.99,0.73,0.49,-0.06,-8.16,-6.81,-7.16,,,0
342179696,0,205,206,131,207,210,189,161,5.18,2.91,158.44,0.12,-0.14,0.99,0.31,-0.79,-0.31,-8.15,-6.77,-7.17,,,0
342279696,0,203,206,130,207,211,189,154,5.18,2.91,157.25,0.11,-0.14,1.00,0.49,-1.59,0.31,-8.16,-6.82,-7.17,,,0
342379688,0,201,204,127,206,213,191,159,5.18,2.91,139.91,0.12,-0.15,1.00,2.14,-0.24,0.85,-8.20,-6.80,-7.11,,,0
342479692,0,201,204,127,206,210,190,154,5.18,2.91,140.93,0.13,-0.15,0.99,0.61,1.53,-0.06,-8.16,-6.89,-7.05,,,0
342579696,0,200,203,126,205,210,189,152,3.07,2.24,131.58,0.13,-0.13,0.99,-0.79,0.12,-0.18,-8.15,-6.98,-7.12,,,0
342679692,0,199,203,126,204,210,190,155,3.07,2.24,131.41,0.12,-0.14,0.99,-1.16,0.85,0.43,-8.27,-7.00,-7.08,,,0
342779692,0,200,203,126,204,211,189,154,-2.19,-1.89,145.18,0.12,-0.15,1.00,0.06,-0.24,-0.73,-8.35,-6.98,-7.08,,,0
342879696,0,198,202,125,204,211,190,156,3.07,2.24,135.66,0.13,-0.15,0.99,0.43,0.73,0.31,-8.34,-6.94,-7.09,,,0
342979688,0,198,202,125,204,211,193,164,-0.08,-0.37,135.66,0.12,-0.15,1.00,1.16,1.22,-0.67,-8.32,-6.88,-7.14,,,0
