time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
279139340,0,197,197,121,192,197,176,165,2.02,1.82,126.99,0.10,-0.16,1.00,0.00,0.00,-0.06,-8.95,-5.86,-4.21,,,0
279270044,0,197,196,121,192,196,176,157,-0.08,-0.37,125.97,0.10,-0.16,1.00,0.06,0.00,0.00,-8.95,-5.86,-4.21,,,0
279370036,0,197,197,122,193,196,176,157,3.07,2.24,125.97,0.10,-0.16,1.00,0.00,0.12,0.00,-8.95,-5.86,-4.21,,,0
279470048,0,197,197,121,192,196,176,159,-0.08,-0.37,126.99,0.10,-0.16,1.00,-0.06,-0.06,0.00,-8.95,-5.86,-4.21,,,0
279570036,0,197,197,121,192,197,176,153,2.02,1.82,125.97,0.10,-0.16,1.00,0.00,0.00,0.00,-8.95,-5.87,-4.21,,,0
279670044,0,197,197,121,192,197,176,159,-0.08,-0.37,125.97,0.10,-0.16,1.00,0.00,0.06,0.00,-8.95,-5.86,-4.21,,,0
279770036,0,197,197,121,192,196,176,161,-0.08,-0.37,126.99,0.10,-0.16,1.00,0.00,-0.06,-0.06,-8.96,-5.86,-4.21,,,0
279870048,0,197,197,122,193,197,177,154,2.02,1.82,125.97,0.10,-0.16,1.00,-0.06,0.12,0.00,-8.96,-5.86,-4.21,,,0
279970048,0,197,197,122,193,197,176,161,-0.08,-0.37,125.97,0.10,-0.16,1.00,0.06,-0.12,0.00,-8.96,-5.87,-4.21,,,0
280070044,0,197,197,121,193,196,176,151,-0.08,-0.37,126.99,0.10,-0.16,1.00,0.00,0.12,0.00,-8.96,-5.87,-4.21,,,0
280170040,0,197,197,121,193,196,177,163,2.02,1.82,125.97,0.10,-0.16,1.00,-0.06,-0.12,0.00,-8.96,-5.87,-4.21,,,0
280270040,0,197,197,121,193,196,176,160,-0.08,-0.37,125.97,0.10,-0.16,1.00,0.00,0.12,0.00,-8.96,-5.87,-4.21,,,0
280370036,0,197,198,121,193,197,177,157,-0.08,-0.37,126.99,0.10,-0.16,1.00,0.00,-0.12,0.00,-8.97,-5.87,-4.21,,,0
280470036,0,197,197,121,193,196,177,159,2.02,1.82,125.97,0.10,-0.16,1.00,0.06,0.12,0.00,-8.96,-5.87,-4.21,,,0
280570048,0,197,197,122,193,198,176,157,2.02,1.82,125.97,0.10,-0.16,1.00,0.00,-0.06,0.00,-8.96,-5.87,-4.21,,,0
280670048,0,198,198,122,193,197,176,158,5.18,2.91,127.16,0.10,-0.16,1.00,-0.06,0.06,0.00,-8.96,-5.87,-4.21,,,0
280770044,0,197,197,122,193,197,177,163,2.02,1.82,125.97,0.10,-0.16,1.00,0.12,-0.06,-0.06,-8.96,-5.87,-4.21,,,0
280870044,0,197,197,121,193,197,177,152,5.18,2.91,125.97,0.10,-0.16,1.00,-0.06,0.12,0.00,-8.96,-5.87,-4.21,,,0
280970048,0,197,197,123,193,197,176,157,2.02,1.82,126.99,0.10,-0.16,1.00,-0.06,-0.06,-0.06,-8.97,-5.86,-4.21,,,0
281070044,0,197,198,121,193,196,177,162,-0.08,-0.37,125.97,0.10,-0.16,1.00,0.12,0.12,0.00,-8.96,-5.87,-4.21,,,0
281170036,0,198,197,121,193,197,177,158,5.18,2.91,126.14,0.10,-0.16,1.00,0.00,0.00,-0.06,-8.96,-5.86,-4.21,,,0
281270048,0,197,198,122,193,197,177,156,2.02,1.82,124.44,0.10,-0.16,1.00,-0.06,0.06,0.00,-8.97,-5.86,-4.21,,,0
281370044,0,198,198,122,193,197,177,152,2.02,1.82,121.55,0.10,-0.16,1.00,0.12,0.00,0.06,-8.97,-5.86,-4.21,,,0
281470040,0,197,198,121,193,197,177,161,3.07,2.24,125.12,0.10,-0.16,1.00,0.00,0.12,-0.06,-8.96,-5.86,-4.21,,,0
281570048,0,198,198,122,194,197,177,160,2.02,1.82,118.83,0.10,-0.16,1.00,0.00,0.00,0.00,-8.96,-5.86,-4.21,,,0
281670048,0,198,198,122,193,197,177,159,3.07,2.24,119.68,0.10,-0.16,1.00,0.06,0.06,0.00,-8.96,-5.86,-4.21,,,0
281770044,0,198,198,122,193,197,177,156,2.02,1.82,119.85,0.10,-0.16,1.00,0.00,0.00,-0.06,-8.96,-5.86,-4.21,,,0
281870036,0,198,198,122,194,197,177,150,5.18,2.91,123.93,0.10,-0.16,1.00,-0.12,0.00,0.00,-8.96,-5.86,-4.21,,,0
281970036,0,198,198,122,193,197,177,156,-2.19,-1.89,123.08,0.10,-0.16,1.00,0.06,0.06,0.00,-8.96,-5.86,-4.21,,,0
282070044,0,198,197,122,193,197,177,149,3.07,2.24,124.10,0.10,-0.16,1.00,0.06,0.00,-0.06,-8.96,-5.86,-4.21,,,0
282170048,0,198,198,122,193,197,177,163,3.07,2.24,118.66,0.10,-0.16,1.00,0.00,0.00,0.00,-8.96,-5.86,-4.21,,,0
282270036,0,198,197,122,193,198,177,158,-0.08,-0.37,117.98,0.10,-0.16,1.00,0.12,0.06,0.00,-8.96,-5.86,-4.21,,,0
282370044,0,198,198,123,193,197,177,152,6.23,3.19,119.00,0.10,-0.16,1.00,0.00,0.06,0.00,-8.95,-5.86,-4.21,,,0
282470036,0,198,199,122,193,197,177,154,-0.08,-0.37,119.68,0.10,-0.16,1.00,0.00,0.00,0.00,-8.96,-5.86,-4.21,,,0
282570044,0,198,198,122,193,197,177,163,-0.08,-0.37,118.83,0.10,-0.16,1.00,0.06,0.00,-0.06,-8.96,-5.86,-4.21,,,0
282670036,0,198,198,122,194,197,177,162,-0.08,-0.37,122.57,0.10,-0.16,1.00,0.00,0.00,0.00,-8.95,-5.86,-4.21,,,0
282770048,0,198,198,122,194,198,177,145,2.02,1.82,125.97,0.10,-0.16,1.00,0.06,0.00,0.00,-8.95,-5.85,-4.21,,,0
282870044,0,198,198,122,194,197,178,168,-2.19,-1.89,123.25,0.10,-0.16,1.00,0.06,0.00,-0.06,-8.95,-5.86,-4.21,,,0
282970044,0,198,199,123,194,198,177,155,2.02,1.82,126.99,0.10,-0.16,1.00,0.00,0.00,0.00,-8.95,-5.86,-4.21,,,0
