time_us,gps_sec,raw1,raw2,raw3,raw4,raw5,raw6,vl53_mm,pitot_pa,air_speed,ultrason_mm,accX,accY,accZ,gyroX,gyroY,gyroZ,roll,pitch,yaw,lat,lon,gps_valid
1162164240,0,213,216,157,216,220,305,136,3.07,2.24,nan,-0.04,-0.08,1.02,0.12,0.00,0.00,-4.31,2.56,177.70,,,0
1162322376,0,213,216,157,216,220,306,137,3.07,2.24,nan,-0.05,-0.08,1.02,0.00,0.06,0.00,-4.31,2.56,177.70,,,0
1162422368,0,212,216,157,216,220,306,134,-0.08,-0.37,nan,-0.05,-0.08,1.02,0.00,0.00,0.00,-4.31,2.56,177.70,,,0
1162522380,0,212,216,156,216,220,306,134,-0.08,-0.37,nan,-0.05,-0.08,1.02,0.06,0.00,0.00,-4.31,2.56,177.70,,,0
1162622376,0,211,215,156,216,219,306,134,-2.19,-1.89,nan,-0.05,-0.08,1.02,0.00,0.00,0.00,-4.31,2.56,177.70,,,0
1162722372,0,211,215,155,217,220,306,134,3.07,2.24,nan,-0.05,-0.08,1.02,0.00,0.00,-0.06,-4.31,2.56,177.70,,,0
1162822384,0,211,215,156,216,220,306,133,-0.08,-0.37,nan,-0.04,-0.08,1.02,0.06,0.00,0.00,-4.31,2.56,177.70,,,0
1162922372,0,211,214,154,215,220,306,133,2.02,1.82,nan,-0.05,-0.08,1.02,0.00,0.00,0.00,-4.30,2.55,177.70,,,0
1163022380,0,210,213,154,215,220,306,134,3.07,2.24,nan,-0.05,-0.08,1.02,0.00,0.00,0.00,-4.30,2.55,177.70,,,0
1163122368,0,210,213,154,215,220,306,133,-0.08,-0.37,nan,-0.05,-0.08,1.02,0.06,0.00,0.00,-4.31,2.56,177.70,,,0
1163222372,0,210,213,153,215,220,307,135,3.07,2.24,nan,-0.04,-0.08,1.02,0.06,0.00,0.00,-4.30,2.56,177.70,,,0
1163322384,0,210,213,153,214,220,306,134,3.07,2.24,nan,-0.05,-0.08,1.02,0.00,0.06,0.00,-4.31,2.56,177.70,,,0
1163422376,0,209,213,154,215,220,306,135,2.02,1.82,nan,-0.05,-0.08,1.02,0.00,0.00,0.00,-4.31,2.56,177.70,,,0
1163522372,0,210,213,154,215,220,306,133,5.18,2.91,nan,-0.05,-0.08,1.02,0.06,-0.06,-0.06,-4.30,2.56,177.70,,,0
1163622372,0,209,212,153,214,220,306,137,3.07,2.24,nan,-0.05,-0.08,1.02,0.06,0.00,0.00,-4.30,2.55,177.70,,,0
1163722368,0,209,212,153,213,220,306,131,5.18,2.91,nan,-0.05,-0.08,1.02,0.00,0.00,0.00,-4.31,2.56,177.70,,,0
1163822380,0,209,213,153,214,220,305,134,6.23,3.19,nan,-0.04,-0.08,1.02,0.06,0.00,0.00,-4.31,2.55,177.70,,,0
1163922368,0,209,212,153,215,220,306,134,3.07,2.24,nan,-0.04,-0.08,1.02,0.00,0.00,0.00,-4.31,2.55,177.70,,,0
1164022380,0,210,213,154,215,220,306,134,2.02,1.82,nan,-0.04,-0.08,1.02,0.06,0.00,0.00,-4.31,2.55,177.70,,,0
1164122372,0,209,213,153,215,220,306,134,3.07,2.24,nan,-0.04,-0.08,1.02,0.06,0.00,0.00,-4.31,2.55,177.70,,,0
1164222372,0,210,213,153,214,220,306,132,-2.19,-1.89,nan,-0.04,-0.08,1.02,0.00,0.00,-0.06,-4.31,2.55,177.70,,,0
1164322380,0,209,212,153,214,221,306,134,5.18,2.91,nan,-0.05,-0.08,1.02,0.00,0.06,0.00,-4.31,2.55,177.70,,,0
